0,0,0,0,0
0.1,0,0,0,0
0.2,0,0,0,0
0.3,0,0,0,0
0.4,0,0,0,0
0.5,0,0,0,0
0.6,0,0,0,0
0.7,0,0,0,0
0.8,0,0,0,0
0.9,0,0,0,0
1,0,0,0,0
1.1,0,0,0,0
1.2,0,0,0,0
1.3,0,0,0,0
1.4,0,0,0,0
1.5,0,0,0,0
1.6,0,0,0,0
1.7,0,0,0,0
1.8,0,0,0,0
1.9,0,0,0,0
2,0,0,0,0
2.1,0,0,0,0
2.2,0,0,0,0
2.3,0,0,0,0
2.4,0,0,0,0
2.5,0,0,0,0
2.6,0,0,0,0
2.7,0,0,0,0
2.8,0,0,0,0
2.9,0,0,0,0
3,0,0,0,0
3.1,0,0,0,0
3.2,nan,nan,0,0
3.3,nan,nan,0,0
3.4,nan,nan,0,0
3.5,nan,nan,0,0
3.6,nan,nan,0,0
3.7,nan,nan,0,0
3.8,nan,nan,0,0
3.9,nan,nan,0,0
4,nan,nan,0,0
4.1,nan,nan,0,0
4.2,nan,nan,0,0
4.3,nan,nan,0,0
4.4,nan,nan,0,0
4.5,nan,nan,0,0
4.6,nan,nan,0,0
4.7,nan,nan,0,0
4.8,nan,nan,0,0
4.9,nan,nan,0,0
5,nan,nan,0,0
5.1,nan,nan,0,0
5.2,nan,nan,0,0
5.3,nan,nan,0,0
5.4,nan,nan,0,0
5.5,nan,nan,0,0
5.6,nan,nan,0,0
5.7,nan,nan,0,0
5.8,nan,nan,0,0
5.9,nan,nan,0,0
6,nan,nan,0,0
6.1,nan,nan,0,0
6.2,nan,nan,0,0
6.3,nan,nan,0,0
6.4,nan,nan,0,0
6.5,nan,nan,0,0
6.6,nan,nan,0,0
6.7,nan,nan,0,0
6.8,nan,nan,0,0
6.9,nan,nan,0,0
7,nan,nan,0,0
7.1,nan,nan,0,0
7.2,nan,nan,0,0
7.3,nan,nan,0,0
7.4,nan,nan,0,0
7.5,nan,nan,0,0
7.6,nan,nan,0,0
7.7,nan,nan,0,0
7.79999,nan,nan,0,0
7.89999,nan,nan,0,0
7.99999,nan,nan,0,0
8.09999,nan,nan,0,0
8.2,nan,nan,0,0
8.3,nan,nan,0,0
8.4,nan,nan,0,0
8.5,nan,nan,0,0
8.6,nan,nan,0,0
8.7,nan,nan,0,0
8.8,nan,nan,0,0
8.9,nan,nan,0,0
9,nan,nan,0,0
9.1,nan,nan,0,0
9.2,nan,nan,0,0
9.3,nan,nan,0,0
9.4,nan,nan,0,0
9.5,nan,nan,0,0
9.6,nan,nan,0,0
9.7,nan,nan,0,0
9.8,nan,nan,0,0
9.9,nan,nan,0,0
10,nan,nan,0,0
10.1,nan,nan,0,0
10.2,nan,nan,0,0
10.3,nan,nan,0,0
10.4,nan,nan,0,0
10.5,nan,nan,0,0
10.6,nan,nan,0,0
10.7,nan,nan,0,0
10.8,nan,nan,0,0
10.9,nan,nan,0,0
11,nan,nan,0,0
11.1,nan,nan,0,0
11.2,nan,nan,0,0
11.3,nan,nan,0,0
11.4,nan,nan,0,0
11.5,nan,nan,0,0
11.6,nan,nan,0,0
11.7,nan,nan,0,0
11.8,nan,nan,0,0
11.9,nan,nan,0,0
12,nan,nan,0,0
12.1,nan,nan,0,0
12.2,nan,nan,0,0
12.3,nan,nan,0,0
12.4,nan,nan,0,0
12.5,nan,nan,0,0
12.6,nan,nan,0,0
12.7,nan,nan,0,0
12.8,nan,nan,0,0
12.9,nan,nan,0,0
13,nan,nan,0,0
13.1,nan,nan,0,0
13.2,nan,nan,0,0
13.3,nan,nan,0,0
13.4,nan,nan,0,0
13.5,nan,nan,0,0
13.6,nan,nan,0,0
13.7,nan,nan,0,0
13.8,nan,nan,0,0
13.9,nan,nan,0,0
14,nan,nan,0,0
14.1,nan,nan,0,0
14.2,nan,nan,0,0
14.3,nan,nan,0,0
14.4,nan,nan,0,0
14.5,nan,nan,0,0
14.6,nan,nan,0,0
14.7,nan,nan,0,0
14.8,nan,nan,0,0
14.9,nan,nan,0,0
15,nan,nan,0,0
15.1,nan,nan,0,0
15.2,nan,nan,0,0
15.3,nan,nan,0,0
15.4,nan,nan,0,0
15.5,nan,nan,0,0
15.6,nan,nan,0,0
15.7,nan,nan,0,0
15.8,nan,nan,0,0
15.9,nan,nan,0,0
16,nan,nan,0,0
16.1,nan,nan,0,0
16.2,nan,nan,0,0
16.3,nan,nan,0,0
16.4,nan,nan,0,0
16.5,nan,nan,0,0
16.6,nan,nan,0,0
16.7,nan,nan,0,0
16.8,nan,nan,0,0
16.9,nan,nan,0,0
17,nan,nan,0,0
17.1,nan,nan,0,0
17.2,nan,nan,0,0
17.3,nan,nan,0,0
17.4,nan,nan,0,0
17.5,nan,nan,0,0
17.6,nan,nan,0,0
17.7,nan,nan,0,0
17.8,nan,nan,0,0
17.9,nan,nan,0,0
18,nan,nan,0,0
18.1,nan,nan,0,0
18.2,nan,nan,0,0
18.3,nan,nan,0,0
18.4,nan,nan,0,0
18.5,nan,nan,0,0
18.6,nan,nan,0,0
18.7,nan,nan,0,0
18.8,nan,nan,0,0
18.9,nan,nan,0,0
19,nan,nan,0,0
19.1,nan,nan,0,0
19.2,nan,nan,0,0
19.3,nan,nan,0,0
19.4,nan,nan,0,0
19.5,nan,nan,0,0
19.6,nan,nan,0,0
19.7,nan,nan,0,0
19.8,nan,nan,0,0
19.9,nan,nan,0,0
20,nan,nan,0,0
20.1,nan,nan,0,0
20.2,nan,nan,0,0
20.3,nan,nan,0,0
20.4,nan,nan,0,0
20.5,nan,nan,0,0
20.6,nan,nan,0,0
20.7,nan,nan,0,0
20.8,nan,nan,0,0
20.9,nan,nan,0,0
21,nan,nan,0,0
21.1,nan,nan,0,0
21.2,nan,nan,0,0
21.3,nan,nan,0,0
21.4,nan,nan,0,0
21.5,nan,nan,0,0
21.6,nan,nan,0,0
21.7,nan,nan,0,0
21.8,nan,nan,0,0
21.9,nan,nan,0,0
22,nan,nan,0,0
22.1,nan,nan,0,0
22.2,nan,nan,0,0
22.3,nan,nan,0,0
22.4,nan,nan,0,0
22.5,nan,nan,0,0
22.6,nan,nan,0,0
22.7001,nan,nan,0,0
22.8001,nan,nan,0,0
22.9001,nan,nan,0,0
23.0001,nan,nan,0,0
23.1001,nan,nan,0,0
23.2001,nan,nan,0,0
23.3001,nan,nan,0,0
23.4001,nan,nan,0,0
23.5001,nan,nan,0,0
23.6001,nan,nan,0,0
23.7001,nan,nan,0,0
23.8001,nan,nan,0,0
23.9001,nan,nan,0,0
24.0001,nan,nan,0,0
24.1001,nan,nan,0,0
24.2001,nan,nan,0,0
24.3001,nan,nan,0,0
24.4001,nan,nan,0,0
24.5001,nan,nan,0,0
24.6001,nan,nan,0,0
24.7001,nan,nan,0,0
24.8001,nan,nan,0,0
24.9001,nan,nan,0,0
25.0001,nan,nan,0,0
25.1001,nan,nan,0,0
25.2001,nan,nan,0,0
25.3001,nan,nan,0,0
25.4001,nan,nan,0,0
25.5001,nan,nan,0,0
25.6001,nan,nan,0,0
25.7001,nan,nan,0,0
25.8001,nan,nan,0,0
25.9001,nan,nan,0,0
26.0001,nan,nan,0,0
26.1001,nan,nan,0,0
26.2001,nan,nan,0,0
26.3001,nan,nan,0,0
26.4001,nan,nan,0,0
26.5001,nan,nan,0,0
26.6001,nan,nan,0,0
26.7001,nan,nan,0,0
26.8001,nan,nan,0,0
26.9001,nan,nan,0,0
27.0001,nan,nan,0,0
27.1001,nan,nan,0,0
27.2001,nan,nan,0,0
27.3001,nan,nan,0,0
27.4001,nan,nan,0,0
27.5001,nan,nan,0,0
27.6001,nan,nan,0,0
27.7001,nan,nan,0,0
27.8001,nan,nan,0,0
27.9001,nan,nan,0,0
28.0001,nan,nan,0,0
